number-of-products,alive-mutants,uncovered-pairs,cost,unselected-features,unimportance-features
0.07352941176470588,0.4811320754716981,0.6132075471698113,0.06203331418724871,0.8962264150943396,0.9374724790841039
0.14705882352941177,0.13207547169811318,0.339622641509434,0.13239517518667432,0.8679245283018868,0.8551298987230296
0.47058823529411764,0.14150943396226412,0.33018867924528306,0.4649626651349799,0.8679245283018868,0.496257155438133
0.9558823529411765,0.0,0.2924528301886793,0.956634118322803,0.8679245283018868,0.0427124614707175
0.36764705882352944,0.2264150943396226,0.3867924528301887,0.36387133831131535,0.8773584905660378,0.5924702774108321
0.23529411764705882,0.10377358490566035,0.3113207547169812,0.23262492820218264,0.8679245283018868,0.739101717305152
0.6617647058823529,0.028301886792452824,0.2924528301886793,0.6602527283170592,0.8679245283018868,0.31483927785116694
0.8823529411764706,0.0,0.2924528301886793,0.8765077541642734,0.8679245283018868,0.10876265962131215
0.3088235294117647,0.2075471698113207,0.3867924528301887,0.30183802412406663,0.8773584905660378,0.6554381329810657
0.7352941176470589,0.009433962264150941,0.2924528301886793,0.7234348075818495,0.8679245283018868,0.2573756054601495
0.1323529411764706,0.16981132075471694,0.41509433962264153,0.13095921883974726,0.8773584905660378,0.8747247908410392
0.5735294117647058,0.009433962264150941,0.2924528301886793,0.5646180356117174,0.8679245283018868,0.4055482166446499
0.17647058823529413,0.16981132075471694,0.3679245283018868,0.1588167719701321,0.8679245283018868,0.8333333333333334
0.10294117647058823,0.39622641509433965,0.5094339622641509,0.09075244112578977,0.8867924528301887,0.8945398502862175
0.058823529411764705,0.4716981132075472,0.5283018867924528,0.053130384836300976,0.8867924528301887,0.9416556583003083
0.10294117647058823,0.06603773584905659,0.3207547169811321,0.0996553704767375,0.8679245283018868,0.8965213562307354
0.3382352941176471,0.08490566037735847,0.3207547169811321,0.3282596209075244,0.8679245283018868,0.6367239101717306
0.5,0.19811320754716977,0.3867924528301887,0.488799540493969,0.8773584905660378,0.46521356230735367
0.2647058823529412,0.14150943396226412,0.3113207547169812,0.2665134979896611,0.8679245283018868,0.6959489211800969
0.9852941176470589,0.0,0.2924528301886793,0.9856404365307294,0.8679245283018868,0.013650374284456146
0.7205882352941176,0.037735849056603765,0.30188679245283023,0.7107983917288915,0.8679245283018868,0.25627476882430633
0.6029411764705882,0.17924528301886788,0.3867924528301887,0.5847214244686961,0.8773584905660378,0.3760457948040511
0.8823529411764706,0.009433962264150941,0.2924528301886793,0.874784606547961,0.8679245283018868,0.10920299427564939
0.029411764705882353,0.5283018867924528,0.5377358490566038,0.02613440551407237,0.8867924528301887,0.9713782474680758
0.16176470588235295,0.05660377358490565,0.30188679245283023,0.1499138426191844,0.8679245283018868,0.8357551739321885
0.45588235294117646,0.2075471698113207,0.3867924528301887,0.44830557151062606,0.8773584905660378,0.5061646851607222
0.058823529411764705,0.39622641509433965,0.4528301886792453,0.05485353245261344,0.8773584905660378,0.9414354909731396
0.08823529411764706,0.2924528301886793,0.42452830188679247,0.07897759908098793,0.8773584905660378,0.9156759136944077
0.17647058823529413,0.2547169811320755,0.3867924528301887,0.17576105686387133,0.8773584905660378,0.7976662263320123
0.19117647058823528,0.07547169811320753,0.30188679245283023,0.19471568064330844,0.8679245283018868,0.7833553500660502
